,row_#,cocstate,coc,coc_id,hudnum,status,year,organization_id,organization_name,hmis_org_id,project_id,project_name,hmis_project_id,hic_date,project_type,bed_type,geo_code,inventory_type,beginsoperationswithinyear,target_population,mc_kinney-vento,mckinneyventoesg,mckinneyventoesges,mckinneyventoesgrrh,mckinneyventococ,mckinneyventococsh,mckinneyventococth,mckinneyventococpsh,mckinneyventococrrh,mckinneyventococsro,mckinneyventospc,mckinneyventos8,mckinneyventoshp,federalfunding,federalfundingvash,federalfundingssvf,federalfundinggpd,federalfundinggpdbh,federalfundinggpdld,federalfundinggpdhh,federalfundinggpdct,federalfundinggpdsith,federalfundinggpdtp,federalfundinghchv,federalfundinghchvcrs,federalfundinghchvsh,federalfundingcwt,federalfundingbcp,federalfundingtlp,federalfundingmgh,federalfundingrhydp,federalfundinghopwa,federalfundinghopwahmv,federalfundinghopwaph,federalfundinghopwastsf,federalfundinghopwath,federalfundingpih,federalfundingother,federalfundingotherspecify,housingtype,victim_service_provider,address1,address2,city,state,zip,beds_hh_w_children,units_hh_w_children,hmis_beds_hh_w_children,veteran_beds_hh_w_children,youth_beds_hh_w_children,ch_beds_hh_w_children,beds_hh_wo_children,hmis_beds_hh_wo_children,veteran_beds_hh_wo_children,youth_beds_hh_wo_children,ch_beds_hh_wo_children,beds_hh_w_only_children,hmis_beds_hh_w_only_children,ch_beds_hh_w_only_children,year-round_beds,dv_beds,total_seasonal_beds,seasonal_beds_available_in_hmis,availability_start_date,availability_end_date,ov_beds,hmis_ov_beds,pit_count,total_beds,updated_on,mergeddefunctyear,questionusesdescriptorelements,questiondesirestousedescriptorelements,notes,projectnotes,sandyrelated,sandyrelatednote
4975,373200,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,8630,First To Serve Inc.,165,117649,DHS Interim Housing 40th Place - Women,2954,2019-01-23 00:00:00,ES,F,62118,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,1130 1/2 W. 40TH PL.,,LOS ANGELES,CA,90037.0,0.0,0.0,0.0,0.0,0.0,,18.0,18.0,0.0,0.0,,0.0,0.0,,18,,0.0,0.0,,,0.0,0.0,16.0,18,2019-04-12 00:32:38,,1,,,SPA 6,0,
4976,373197,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,8630,First To Serve Inc.,165,117646,DHS Interim Housing Coronado,2870,2019-01-23 00:00:00,ES,F,62118,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,682 S. CORONADO ST.,,LOS ANGELES,CA,90007.0,0.0,0.0,0.0,0.0,0.0,,124.0,124.0,0.0,0.0,,0.0,0.0,,124,,0.0,0.0,,,0.0,0.0,107.0,124,2019-04-12 00:25:45,,1,,,SPA 4,0,
4977,373193,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,8630,First To Serve Inc.,165,117643,DHS Interim Housing Mid City 1 - Women,2868,2019-01-23 00:00:00,ES,F,62118,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,4915 WASHINGTON BLVD.,,LOS ANGELES,CA,90016.0,0.0,0.0,0.0,0.0,0.0,,24.0,24.0,0.0,0.0,,0.0,0.0,,24,,0.0,0.0,,,0.0,0.0,24.0,24,2019-04-12 00:01:38,,1,,,SPA 4,0,
4978,373195,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,8630,First To Serve Inc.,165,117644,DHS Interim Housing Mid City 2 - Men,2869,2019-01-23 00:00:00,ES,F,62118,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,4930 WASHINTON BLVD.,,SPA 6,CA,90016.0,0.0,0.0,0.0,0.0,0.0,,36.0,36.0,0.0,0.0,,0.0,0.0,,36,,0.0,0.0,,,0.0,0.0,34.0,36,2019-04-12 00:21:46,,1,,,SPA 6,0,
4979,373198,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,8630,First To Serve Inc.,165,117647,DHS Interim Housing Vernon,2871,2019-01-23 00:00:00,ES,F,62118,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,1718 W. VERNON AVE.,,LOS ANGELES,CA,90062.0,0.0,0.0,0.0,0.0,0.0,,75.0,75.0,0.0,0.0,,0.0,0.0,,75,,0.0,0.0,,,0.0,0.0,70.0,75,2019-04-12 00:29:25,,1,,,SPA 6,0,
4980,373483,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,8630,First To Serve Inc.,165,117781,DMH Interim Housing Adult Male Center,3232,2019-01-23 00:00:00,ES,F,62118,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,12411 VERMONT AVE.,,LOS ANGELES,CA,90044.0,0.0,0.0,0.0,0.0,0.0,,25.0,25.0,0.0,0.0,,0.0,0.0,,25,,0.0,0.0,,,0.0,0.0,21.0,25,2019-04-12 19:35:53,,1,,,SPA 6,0,
4981,373438,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,8630,First To Serve Inc.,165,117756,DMH Interim Housing Coronado,3230,2019-01-23 00:00:00,ES,F,62118,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,682 S. CORONADO ST.,SPA 7,Los Angeles,CA,90023.0,0.0,0.0,0.0,0.0,0.0,,20.0,20.0,0.0,0.0,,0.0,0.0,,20,,0.0,0.0,,,0.0,0.0,17.0,20,2019-04-12 17:18:10,,1,,,SPA 4,0,
4982,373440,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,8630,First To Serve Inc.,165,117757,DMH Interim Housing Family Center,3213,2019-01-23 00:00:00,ES,F,62118,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,8720 S. FIGUEROA ST.,,LOS ANGELES,CA,90037.0,36.0,12.0,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,36,,0.0,0.0,,,0.0,0.0,25.0,36,2019-04-17 18:20:29,,1,,,SPA 6,0,
4983,373486,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,8630,First To Serve Inc.,165,117784,DMH Interim Housing for Women,3234,2019-01-23 00:00:00,ES,F,62118,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,8720 S. FIGUEROA ST.,,LOS ANGELES,CA,90037.0,0.0,0.0,0.0,0.0,0.0,,22.0,22.0,0.0,0.0,,0.0,0.0,,22,,0.0,0.0,,,0.0,0.0,21.0,22,2019-04-12 19:00:34,,1,,,SPA 6,0,
4984,373393,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,8630,First To Serve Inc.,165,4747,Flimsy Reed,3115,2019-01-23 00:00:00,TH,,62118,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,4052 BUDLONG AVE.,,LOS ANGELES,CA,90037.0,0.0,0.0,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,,10,,,,,,,,10.0,10,2019-04-12 17:09:32,,1,,,SPA 6,0,
4985,373201,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,8630,First To Serve Inc.,165,117650,House of Dignity 1,3114,2019-01-23 00:00:00,TH,,62118,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,1718 W. VERNON AVE.,,LOS ANGELES,CA,90062.0,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,,0.0,0.0,,7,7.0,,,,,,,7.0,7,2019-04-12 01:16:15,,1,,,SPA 6,0,
4986,373189,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,8630,First To Serve Inc.,165,117639,Rapid Re-Housing SPA 6,2011,2019-01-23 00:00:00,RRH,,62118,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Tenant-based â€“ scattered site,0,1718 W. VERNON AVE.,,LOS ANGELES,CA,90062.0,8.0,4.0,8.0,0.0,0.0,,33.0,33.0,0.0,0.0,,0.0,0.0,,41,,,,,,,,41.0,41,2019-04-18 00:57:30,,1,,,SPA 6,0,
4987,373190,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,8630,First To Serve Inc.,165,117640,Winter Shelter Program West Los Angeles SPA 5,2302,2019-01-23 00:00:00,ES,F,62118,C,,,1.0,1,1.0,0.0,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,1300 FEDERAL AVE.,,LOS ANGELES,CA,90025.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,160.0,160.0,2018-12-01 00:00:00,2019-03-31 00:00:00,0.0,0.0,135.0,160,2019-04-11 23:48:22,,1,,,SPA 5,0,
4988,371250,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,8718,Gospel Missions of America,279,81850,Gospel Missions of America,3026,2019-01-23 00:00:00,ES,F,69037,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,1803 NAUSIKA AVE.,,ROWLAND HEIGHTS,CA,91748.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,,0.0,0.0,,3,,0.0,0.0,,,0.0,0.0,3.0,3,2019-04-08 22:14:37,,1,,,SPA 3,0,
4989,373875,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,11046,Gramercy Housing Group,25,81727,Gramercy Court,2240,2019-01-23 00:00:00,TH,,62118,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,3317 W. WASHINGTON BLVD,,LOS ANGELES,CA,90018.0,28.0,14.0,28.0,0.0,28.0,,1.0,1.0,0.0,0.0,,0.0,0.0,,29,,,,,,,,25.0,29,2019-04-18 00:55:17,,1,,,SPA 4,0,
4990,370814,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,2947,Harbor Interfaith Services,26,113690,CA1491 HIS CoC SPA 8,2534,2019-01-23 00:00:00,PSH,,62118,C,,,1.0,0,,,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Tenant-based â€“ scattered site,0,599 W. 9TH ST.,,SAN PEDRO,CA,90731.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,50,,,,,,,,32.0,50,2019-04-17 04:39:43,,1,,,SPA 8,0,
4991,370815,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,2947,Harbor Interfaith Services,26,117221,CDC Bringing Families Home,2718,2019-01-23 00:00:00,RRH,,62118,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Tenant-based â€“ scattered site,0,663 W. 10TH ST.,,SAN PEDRO,CA,90731.0,30.0,10.0,30.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,30,,,,,,,,30.0,30,2019-04-18 00:58:28,,1,,,SPA 8,0,
4992,370816,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,2947,Harbor Interfaith Services,26,113684,CES RRH Individuals,1603,2019-01-23 00:00:00,RRH,,62118,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Tenant-based â€“ scattered site,0,599 W. 9TH ST.,,SAN PEDRO,CA,90731.0,0.0,0.0,0.0,0.0,0.0,,27.0,27.0,0.0,0.0,,0.0,0.0,,27,,,,,,,,27.0,27,2019-04-18 00:38:36,,1,,,SPA 8,0,
4993,370817,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,2947,Harbor Interfaith Services,26,113683,CES RRH Youth,1973,2019-01-23 00:00:00,RRH,,62118,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Tenant-based â€“ scattered site,0,599 W. 9TH ST.,,SAN PEDRO,CA,90731.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,2.0,,0.0,0.0,,2,,,,,,,,2.0,2,2019-04-07 01:15:07,,1,,,SPA 8,0,
4994,370818,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,2947,Harbor Interfaith Services,26,117222,CES Transitional Housing SPA 8,2814,2019-01-23 00:00:00,TH,,62118,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,670 W. 9TH ST.,,SAN PEDRO,CA,90731.0,8.0,4.0,8.0,0.0,8.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,8,,,,,,,,4.0,8,2019-04-18 02:12:26,,1,,,SPA 8,0,
4995,372864,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,2947,Harbor Interfaith Services,26,117584,Family Transitional Housing,3311,2019-01-23 00:00:00,TH,,62118,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,670 W. 9TH ST.,,SAN PEDRO,CA,90731.0,62.0,19.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,62,,,,,,,,41.0,62,2019-04-11 17:50:10,,1,,,SPA 8,0,
4996,370819,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,2947,Harbor Interfaith Services,26,112355,HIS FSC Crisis Housing,2312,2019-01-23 00:00:00,ES,F,62118,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,663 W. 10th St.,,SAN PEDRO,CA,90731.0,63.0,20.0,63.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,63,,0.0,0.0,,,0.0,0.0,38.0,63,2019-04-18 19:49:43,,1,,,SPA 8,0,
4997,394177,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,2947,Harbor Interfaith Services,26,124789,HIS FSC Crisis Housing Motel Vouchers,902312,2019-01-23 00:00:00,ES,V,62118,C,,,1.0,1,1.0,0.0,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Tenant-based â€“ scattered site,0,663 W. 10TH ST.,,SAN PEDRO,CA,90731.0,28.0,8.0,28.0,0.0,0.0,,2.0,2.0,0.0,0.0,,0.0,0.0,,30,,0.0,0.0,,,0.0,0.0,30.0,30,2019-07-30 17:02:00,,1,,,,0,
4998,370820,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,2947,Harbor Interfaith Services,26,113687,HIS FSC Rapid Re-Housing,1340,2019-01-23 00:00:00,RRH,,62118,C,,,1.0,1,0.0,1.0,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Tenant-based â€“ scattered site,0,663 W. 10TH ST.,,SAN PEDRO,CA,90731.0,208.0,60.0,208.0,0.0,0.0,,4.0,4.0,0.0,0.0,,0.0,0.0,,212,,,,,,,,212.0,212,2019-04-18 01:00:21,,1,,,SPA 8,0,
4999,372645,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,42613,Harbor Recuperative Care,205,117555,Recuperative Care Center,3310,2019-01-23 00:00:00,ES,F,69037,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,11134 SEPULVEDA BLVD.,,MISSION HILLS,CA,91345.0,0.0,0.0,0.0,0.0,0.0,,30.0,30.0,0.0,0.0,,0.0,0.0,,30,,0.0,0.0,,,0.0,0.0,28.0,30,2019-04-17 18:11:47,,1,,,SPA 2,0,
5000,374428,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,40013,Hathaway-Sycamores Child And Family Services,27,113697,CES RRH Youth SPA 3,2497,2019-01-23 00:00:00,RRH,,62724,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Tenant-based â€“ scattered site,0,851 N. Oakland Ave.,,Pasadena,CA,91104.0,0.0,0.0,0.0,0.0,0.0,,18.0,18.0,0.0,18.0,,0.0,0.0,,18,,,,,,,,18.0,18,2019-04-15 18:23:40,,1,,,SPA 3,0,
5001,374416,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,40013,Hathaway-Sycamores Child And Family Services,27,118113,ILP 2017ILP28,2490,2019-01-23 00:00:00,TH,,62490,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Tenant-based â€“ scattered site,0,12401 Studebaker Rd.,,Norwalk,CA,90650.0,0.0,0.0,0.0,0.0,0.0,,6.0,6.0,0.0,6.0,,0.0,0.0,,6,,,,,,,,4.0,6,2019-04-16 22:31:39,,1,,,SPA 7,0,
5002,374422,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,40013,Hathaway-Sycamores Child And Family Services,27,118116,ILP SPA 3 2017ILP25,2492,2019-01-23 00:00:00,TH,,62724,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Tenant-based â€“ scattered site,0,110 N. Bonnie Ave.,SPA 3,Pasadena,CA,91106.0,0.0,0.0,0.0,0.0,0.0,,26.0,26.0,0.0,26.0,,0.0,0.0,,26,,,,,,,,18.0,26,2019-04-15 18:17:14,,1,,,SPA 3,0,
5003,374421,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,40013,Hathaway-Sycamores Child And Family Services,27,118115,ILP SPA 8 2017ILP30,2491,2019-01-23 00:00:00,TH,,61596,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Tenant-based â€“ scattered site,0,13007 Kornblum Ave.,,Hawthorne,CA,90250.0,0.0,0.0,0.0,0.0,0.0,,6.0,6.0,0.0,6.0,,0.0,0.0,,6,,,,,,,,4.0,6,2019-04-15 18:16:08,,1,,,SPA 8,0,
5004,376260,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,40013,Hathaway-Sycamores Child And Family Services,27,118595,Measure H Transitional Housing Program SPA 3,2811,2019-01-23 00:00:00,TH,,62724,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Tenant-based â€“ scattered site,0,851 N. OAKLAND AVE.,,PASADENA,CA,91104.0,0.0,0.0,0.0,0.0,0.0,,9.0,9.0,0.0,9.0,,0.0,0.0,,9,,,,,,,,10.0,9,2019-04-17 04:49:53,,1,,,SPA 3,0,
5005,374391,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,40013,Hathaway-Sycamores Child And Family Services,27,118098,Transitional Living Center (A),2485,2019-01-23 00:00:00,TH,,62118,C,,,1.0,0,,,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Tenant-based â€“ scattered site,0,425 Shatto Pl.,,Los Angeles,CA,90020.0,0.0,0.0,0.0,0.0,0.0,,8.0,8.0,0.0,8.0,,0.0,0.0,,8,,,,,,,,7.0,8,2019-04-15 18:02:39,,1,,,SPA 4,0,
5006,374401,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,40013,Hathaway-Sycamores Child And Family Services,27,118103,Transitional Living Center (B),2486,2019-01-23 00:00:00,TH,,62724,C,,,1.0,0,,,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Tenant-based â€“ scattered site,0,851 N. Oakland Ave.,,Pasadena,CA,91104.0,3.0,1.0,3.0,0.0,3.0,,7.0,7.0,0.0,7.0,,0.0,0.0,,10,,,,,,,,5.0,10,2019-04-15 17:56:28,,1,,,SPA 3,0,
5007,374415,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,40013,Hathaway-Sycamores Child And Family Services,27,118112,Transitional Living Center (C),2489,2019-01-23 00:00:00,TH,,62724,C,,,1.0,0,,,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Tenant-based â€“ scattered site,0,210 S. DeLacey Ave.,Ste 110,Pasadena,CA,91105.0,0.0,0.0,0.0,0.0,0.0,,16.0,16.0,0.0,16.0,,0.0,0.0,,16,,,,,,,,13.0,16,2019-04-15 18:10:08,,1,,,SPA 3,0,
5008,374406,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,40013,Hathaway-Sycamores Child And Family Services,27,118107,Transitional Living Center (D),2487,2019-01-23 00:00:00,TH,,62850,C,,,1.0,0,,,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Tenant-based â€“ scattered site,0,750 E. 3rd St.,#L-21 and I-24,Pomona,CA,91766.0,0.0,0.0,0.0,0.0,0.0,,10.0,10.0,0.0,10.0,,0.0,0.0,,10,,,,,,,,7.0,10,2019-04-15 18:04:35,,1,,,SPA 3,0,
5009,374412,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,40013,Hathaway-Sycamores Child And Family Services,27,118111,Transitional Living Center (E),2488,2019-01-23 00:00:00,TH,,62724,C,,,1.0,0,,,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Tenant-based â€“ scattered site,0,210 S. DeLacey Ave.,Ste 110,Pasadena,CA,91105.0,9.0,4.0,9.0,0.0,9.0,,24.0,24.0,0.0,24.0,,0.0,0.0,,33,,,,,,,,17.0,33,2019-04-15 18:07:40,,1,,,SPA 3,0,
5010,374240,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,42696,Hillsides,79,118060,ILP SPA 3 Youth Moving On,1384,2019-01-23 00:00:00,TH,,62724,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,650 N. OAKLAND AVE.,,PASADENA,CA,91106.0,0.0,0.0,0.0,0.0,0.0,,10.0,10.0,0.0,10.0,,0.0,0.0,,10,,,,,,,,10.0,10,2019-04-15 03:48:22,,1,,,SPA 3,0,
5011,374369,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,42701,Hillview Mental Health Center,112,118082,CA0391 Shelter Plus Care PRA,2190,2019-01-23 00:00:00,PSH,,62118,C,,,1.0,0,,,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,12408 VAN NUYS BLVD.,,PACOIMA,CA,91331.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,31.0,0.0,0.0,0.0,31,,,,,,,,35.0,31,2019-04-15 15:31:26,,1,,,SPA 2,0,
5012,374364,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,42701,Hillview Mental Health Center,112,118077,CA0392 Shelter Plus Care SRA,2179,2019-01-23 00:00:00,PSH,,62118,C,,,1.0,0,,,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,"12450 VAN NUYS BLVD., #200",,PACOIMA,CA,91331.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,18,,,,,,,,20.0,18,2019-04-15 15:24:19,,1,,,SPA 2,0,
5013,374367,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,42701,Hillview Mental Health Center,112,118080,CA0393 Shelter Plus Care TRA,2189,2019-01-23 00:00:00,PSH,,62118,C,,,1.0,0,,,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,12408 VAN NUYS BLVD.,,PACOIMA,CA,91331.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,16,,,,,,,,12.0,16,2019-04-15 15:23:22,,1,,,SPA 2,0,
5014,371086,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,42571,"Holliday's Helping Hands, Inc.",302,117267,DHS Recuperative Care Torrance,3238,2019-01-23 00:00:00,ES,F,63744,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,2050 W. 238 ST.,,TORRANCE,CA,90501.0,53.0,53.0,53.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,53,,0.0,0.0,,,0.0,0.0,10.0,53,2019-04-08 17:14:58,,1,,PIT number as reported by provider.,SPA 8,0,
5015,371067,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,42571,"Holliday's Helping Hands, Inc.",302,117264,DHS Recuperative Care Women and Children,3092,2019-01-23 00:00:00,ES,F,62118,C,,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,135 1/2 E. 97TH ST.,,LOS ANGELES,CA,90003.0,20.0,20.0,20.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,20,,0.0,0.0,,,0.0,0.0,11.0,20,2019-04-08 16:57:22,,1,,,SPA 6,0,
5016,373820,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,8861,Hollywood Community Housing Corporation,109,94374,Allesandro Apartments,1297,2019-01-23 00:00:00,PSH,,62118,C,,HIV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,0,1934 ALLESANDRO ST.,,LOS ANGELES,CA,90039.0,4.0,1.0,4.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,23,,,,,,,,23.0,23,2019-04-14 17:01:39,,1,,,SPA 4,0,
